CustomerID,Age,Gender,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
234,33,Male,5,48248.93590169858,1,1,0,37594.02848918832,1
235,61,Male,5,59084.692770251335,1,1,1,135331.5644845463,1
236,46,Female,2,25700.44873006787,1,0,0,160620.477363791,1
237,19,Female,5,7115.768674911553,2,0,0,154829.7400055153,1
238,41,Female,1,23309.150694022235,1,1,0,58397.914754944715,1
239,33,Female,1,44497.417500016076,1,0,1,75573.66242397646,1
240,48,Female,4,35519.48914660477,3,1,0,20000.0,1
241,32,Female,3,33689.56297245464,1,0,0,65633.3944252732,1
242,38,Female,4,51020.80615380172,1,0,0,94310.8530062762,1
243,45,Female,4,49705.21732655885,1,1,0,115535.49725612886,1
244,48,Female,5,34877.899901778284,1,0,1,102036.13765035744,1
245,27,Female,0,17711.048293111726,2,0,0,138018.56328167176,1
246,36,Male,6,58160.50817626275,1,1,0,136330.30877156294,1
247,35,Female,3,71077.88289455493,2,1,0,98960.21312653364,1
248,33,Male,4,37629.362067117065,3,1,1,127462.13795354658,0
249,57,Male,1,42306.88107358808,1,1,0,101151.73498417375,1
250,44,Female,1,66253.10578870558,3,1,0,142477.05497643133,0
251,27,Male,3,70968.16547938764,1,1,0,150518.64534524904,1
252,49,Female,6,40841.18177696174,2,0,1,110016.86147915167,0
253,61,Female,6,47924.99194047651,1,1,0,115662.01865860292,1
254,50,Male,2,79501.71581246797,1,1,0,115965.03922031706,1
255,24,Male,7,67540.61789973883,1,0,0,89065.99950742317,1
256,35,Female,1,27201.905599155158,1,1,1,149155.92493682483,1
257,52,Male,2,15672.754414737865,4,0,0,33730.357571032524,1
258,32,Male,4,44454.986462668865,1,1,0,108169.70641166519,1
259,44,Male,3,30681.752542179787,3,0,1,122370.68297543252,0
260,47,Female,7,59354.77495955594,3,1,0,98224.71695840181,1
261,30,Female,2,64270.368106393005,1,0,0,80612.47833646221,1
262,39,Female,1,55122.55478513787,1,1,1,144694.2729255135,1
263,18,Male,1,33885.19855029576,2,0,0,46399.35769251574,0
264,29,Female,6,24590.167931788146,2,1,0,128892.07172512954,1
265,37,Female,1,63222.059794507564,1,0,0,84724.1199843076,1
266,27,Male,1,66578.8464464312,1,1,1,45721.59781206069,0
267,56,Female,1,72147.27563119079,1,1,0,108399.57136586495,1
268,25,Female,3,44195.817699493484,3,0,0,49641.29699236982,1
269,35,Female,4,48172.88581722808,1,1,1,56930.44684847687,0
270,41,Male,2,66227.1269740065,2,1,0,91047.53233427704,1
271,54,Male,3,50234.70307457693,1,1,0,142573.4384630971,1
272,25,Male,4,38549.53641621738,2,0,0,138618.55538745417,1
273,51,Male,3,33217.961329524565,3,1,0,113119.9969293644,1
274,40,Female,3,64367.40654038229,1,1,0,124149.05729255598,1
275,30,Male,2,44162.776539682796,1,1,0,126089.10911813016,1
276,44,Female,3,39113.71441345122,2,1,0,54737.59451065057,1
277,41,Male,4,59002.76556102258,4,1,1,171204.20568045834,1
278,33,Male,3,35752.83943465141,2,1,0,75987.18887489551,1
279,40,Female,3,38441.58296000373,2,0,0,39317.72905508655,1
280,36,Male,2,50801.25445698264,2,1,0,31369.78728158833,1
281,41,Female,4,40670.952165632865,1,1,1,20000.0,1
282,46,Male,4,78293.19571919565,2,1,0,63480.64987133992,1
283,55,Male,2,60667.99854803286,1,0,0,85547.21373683083,1
284,27,Female,6,52537.388732449435,1,1,0,79965.59054690444,1
285,61,Female,1,78089.81413497933,2,0,1,84486.17109966918,0
286,20,Male,3,51593.7659324192,3,1,1,63607.771673498115,1
287,38,Male,3,71638.2065153739,3,0,1,115587.95769958432,1
288,45,Female,4,30108.19974911178,1,1,0,126007.48486112944,1
289,42,Female,4,37359.55383110899,2,0,0,117412.9279838855,1
290,33,Female,6,30838.50245372894,2,1,0,20000.0,1
291,37,Male,1,60087.656448090245,2,1,0,109301.61783778973,1
292,35,Female,4,19101.376177055903,1,1,1,86961.84318497629,1
293,34,Male,2,56352.29892190466,1,0,0,77803.30393422903,1
294,48,Male,4,40122.488720139,1,1,0,151302.23710458784,1
295,43,Female,5,52610.54983501155,2,0,1,121961.85726406504,0
296,33,Male,4,49608.76115358077,1,1,0,37904.05838576722,1
297,48,Male,2,61102.908202582454,2,1,1,147365.27692143904,1
298,43,Male,5,94722.06766850365,1,1,1,58868.66776759924,1
299,48,Male,2,90384.10964482535,1,1,0,80446.20535937973,1
300,46,Female,5,66336.34340428584,1,0,0,93516.20494390829,1
301,31,Female,1,43138.69832154613,1,1,1,34595.1766474114,1
302,34,Male,2,53772.19108062385,2,0,1,85856.87242713569,0
303,47,Female,4,42049.3678546613,1,0,0,51669.060740930305,1
304,46,Female,2,35282.79213077803,1,1,0,86687.76281885183,1
305,39,Female,3,10941.604149088671,2,0,0,126556.94417732698,1
306,41,Male,1,45442.455679091014,3,1,0,175215.0419960137,1
307,52,Female,4,55519.100904280866,2,0,0,167918.2805107796,1
308,34,Female,1,62229.78574952435,3,0,0,60416.36889064201,1
309,45,Male,2,52256.138257187136,4,1,0,187746.61965585782,1
310,37,Male,0,36114.94563044256,3,1,0,65363.23433761202,1
311,37,Male,1,40034.00682981396,4,0,0,46781.819433798555,1
312,50,Female,3,68470.20938013433,2,1,0,91751.78339803,1
313,48,Male,4,15807.462281071384,3,1,0,80187.43301118142,1
314,48,Female,0,39811.35183748354,1,1,1,69610.84737594047,1
315,53,Male,8,50467.11096130549,1,1,0,70687.40090003147,1
316,40,Female,3,41795.03334587229,4,1,0,141622.38638145884,1
317,46,Male,3,19635.535902411644,1,1,0,95825.30170200986,1
318,36,Female,3,68699.34956051051,4,1,0,67087.381379433,1
319,43,Female,1,73282.82219484611,1,0,0,40964.2817603756,1
320,38,Male,4,30255.51531822187,1,0,0,59427.7598735381,1
321,40,Male,3,0.0,3,1,0,81662.52871376193,1
322,45,Male,3,89996.5667456867,1,1,1,97989.68051715581,1
323,31,Female,3,41686.496262148634,2,0,0,112567.06396164274,1
324,60,Female,3,30546.835621787297,1,0,0,100799.44400376457,1
325,29,Male,2,47771.72102697932,4,1,0,120998.33270185233,1
326,27,Male,2,56413.32512177933,2,0,0,92430.77559623145,1
327,51,Male,3,37422.715354866,1,1,0,109290.52971520592,1
328,47,Female,3,52603.800774057505,1,0,1,60952.21720701034,1
329,46,Female,5,47611.57168598258,2,1,0,125110.82135145902,1
330,46,Female,1,36247.422488436285,4,1,0,115056.7751413478,1
331,39,Male,1,17336.984640901846,2,0,1,143384.73947014127,1
332,31,Male,3,76638.34631277586,1,0,0,148403.05616547097,1
333,40,Female,2,61292.630983274226,3,1,1,201203.12540275545,1
334,33,Male,4,34637.97896802384,4,1,0,163444.7780474868,1
335,49,Female,3,58115.10049462078,2,1,0,114602.01449013509,1
336,38,Male,3,32614.348321476424,2,1,0,156789.45180564004,0
337,31,Male,1,49234.2762079283,1,0,0,169315.1697406866,1
338,36,Female,2,61870.16878542678,1,1,0,77575.47633976575,1
339,44,Female,5,59279.61706796617,3,1,0,59272.634299148456,1
340,34,Female,2,41871.31957806545,1,0,0,37123.666438149885,1
341,31,Male,3,66326.64569359567,1,1,1,97264.54168865464,1
342,42,Male,2,50211.25537383986,2,1,1,56773.32177176332,0
343,42,Female,3,39459.58697999993,1,0,0,173756.30189982418,1
344,34,Female,1,83507.06347323727,3,1,1,20000.0,0
345,35,Female,4,27518.423959262254,1,1,0,78658.28290822609,1
346,42,Male,2,57996.05800585809,2,0,0,146263.02093206532,1
347,25,Female,3,78335.71699267506,2,1,1,105363.79977800626,0
348,25,Female,1,15959.689738151435,3,1,1,132459.2253752328,1
349,32,Female,1,82733.39300672238,1,1,0,58376.02356361349,1
350,37,Female,1,83794.21975056686,1,0,0,41894.70666010235,1
351,43,Male,3,40628.06999056917,2,1,1,125277.27640115697,1
352,54,Female,0,55787.80944738892,2,0,1,119811.60451651554,1
353,48,Female,2,35272.209447471876,1,1,0,129405.17481874929,1
354,38,Female,2,33498.04906547099,1,1,1,94983.9248163763,0
355,39,Female,3,27362.42019105702,1,1,0,169282.34387856524,1
356,29,Female,5,83886.39114833032,1,0,0,107283.31150071564,1
357,39,Female,3,45353.55455364821,2,0,1,130523.31665763586,1
358,37,Male,5,22283.615418573143,2,0,0,117971.85341034176,0
359,43,Male,5,70771.41413290451,2,1,0,20000.0,1
360,31,Male,1,63466.39303258044,1,1,0,119359.66952385897,1
361,45,Male,5,57516.55385332775,4,0,0,127229.6578295355,1
362,55,Male,3,36833.27015296713,3,1,1,138735.64185113387,0
363,38,Male,0,41932.904315324085,1,0,0,72152.10756821248,1
364,44,Male,4,91452.01914114456,1,0,1,139499.03424927455,0
365,46,Male,2,57703.6386670435,2,0,0,49340.35612337978,1
366,35,Male,6,39425.78878360798,2,1,1,113378.6492240523,1
367,42,Male,1,64869.006374526674,2,1,0,76585.69948137109,1
368,40,Female,2,66874.27362056154,2,0,0,49781.173054790976,1
369,40,Female,1,86265.29019892312,1,1,0,59476.53354004853,1
370,32,Male,2,51311.338910595,1,0,0,143635.586256707,1
371,40,Female,4,64649.55609879684,1,1,0,142309.68285934426,1
372,44,Female,5,60628.161346255576,4,0,0,75743.72753311222,1
373,54,Male,1,35712.37097743877,3,1,0,92847.37148172973,1
374,49,Female,6,22683.088892198877,3,1,0,46661.34151096064,1
375,61,Female,7,62429.84882492045,1,0,0,142136.53758601943,1
376,32,Female,2,63848.57310974965,2,1,0,140350.5781879861,1
377,48,Male,2,1357.657752884188,2,1,1,43372.73632066185,1
378,41,Female,6,60598.44839197783,1,1,0,26489.592131325262,1
379,61,Male,4,48419.465256024574,2,1,0,171382.95342918846,1
380,31,Female,5,58712.660333742366,2,0,0,131010.55560532135,1
381,31,Female,2,40374.04183667075,4,1,1,108305.87809472112,1
382,34,Female,1,79088.64792619822,1,1,0,75519.28658768625,1
383,18,Female,5,70600.02345711118,2,1,0,77567.75135942457,0
384,34,Male,6,22216.527011751503,3,0,0,100594.83345577747,1
385,32,Female,3,30408.55463746181,2,0,0,150329.3032822106,1
386,41,Female,2,51205.77768669817,1,0,0,72128.06232065655,1
387,43,Male,2,37623.31007629963,1,0,1,143406.20227000426,1
388,58,Female,4,71628.44921002662,4,1,0,69473.47689767028,1
389,49,Male,5,29753.638211124213,1,0,0,41086.03121378399,1
390,34,Male,4,71454.61032075727,4,0,0,99556.92517593945,1
391,31,Female,7,1449.6918266290377,1,0,1,129284.31709253494,1
392,44,Male,2,41904.52631494784,3,0,0,136504.9807039265,1
393,26,Female,3,77769.16985404264,2,0,0,55677.49072067799,1
394,58,Male,4,48853.44460424271,3,1,1,160006.3653127463,0
395,51,Male,2,50555.44502001546,1,1,0,59158.701624536596,1
396,35,Female,2,65557.78747517905,3,1,1,115164.76743077677,0
397,22,Male,3,60552.346873819624,1,1,0,51810.471711961705,1
398,53,Female,1,47756.28167080346,1,1,1,112914.4841778557,1
399,38,Female,2,76366.39426438167,3,0,0,92807.09847771403,1
400,52,Female,3,52584.409214119856,1,1,1,90692.67530380664,1
401,24,Female,3,60849.48392037795,2,1,0,134291.08804592793,1
402,34,Female,4,68901.34045410129,1,1,0,128435.91265221118,1
403,40,Male,6,1415.611416206877,2,1,1,126575.79294890874,1
404,40,Female,2,35612.26087149099,2,1,1,20000.0,1
405,35,Male,5,38206.0196461548,1,1,0,98121.90207214623,1
406,46,Female,2,63175.809213049346,1,1,0,154363.84771028304,1
407,29,Female,2,84865.58262415796,1,1,0,79458.81653015697,1
408,38,Female,3,12680.850966579848,1,0,1,163554.5244742567,1
409,41,Female,4,41679.05844790417,1,0,1,138419.78617913564,0
410,45,Female,3,71884.71952615397,2,1,0,82969.85574214815,1
411,47,Female,4,15203.424521252316,2,1,0,87984.19637652347,1
412,28,Female,4,57666.56117191949,2,0,1,20000.0,1
413,24,Male,5,59111.29223390977,2,1,0,100996.31444927448,0
414,52,Male,3,60750.49569895513,2,0,1,60546.652307129116,1
415,43,Male,2,27515.63417528373,1,1,0,37252.139878722424,1
416,32,Female,5,49191.04397529596,3,0,0,160661.0950472179,1
417,55,Male,4,25961.615363028104,1,1,0,68117.18067867143,1
418,41,Male,1,72145.91436246895,1,0,1,179727.84551804696,1
419,51,Male,0,28715.006346366245,1,1,0,28054.09692262781,1
420,40,Female,3,50749.99916640692,2,1,0,31441.10367050892,1
421,60,Female,5,91817.05973208908,1,0,1,117179.00522687023,1
422,57,Male,4,72553.67400536514,1,0,0,127130.01021869207,1
